Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6o5gCvjTp6c23XvZWSnNg7,"3hTj8cwEVw4gy9XCAkOPvT,1chXzMmrrsZU1vnIMMepTr","Karma","Yonge","JESUS CMPLXX,Sway Clarke",2018-07-12,228215,0,spotify:user:predict0,2018-08-08T20:20:01Z,"canadian contemporary r&b",0.743,0.875,8,-5.442,1,0.0524,0.0917,0.0000721,0.0955,0.822,121.96,4
3W7d3CQuseIxph0KMU0APP,"7rBEyjzKmTmWrrhSOhxspU","Get Up","Get Up","TiKA",2018-07-17,175271,9,spotify:user:predict0,2018-08-08T20:20:01Z,"canadian contemporary r&b",0.864,0.415,9,-11.07,1,0.0837,0.543,0.0426,0.0987,0.607,105.023,4
4Vebf637vdlrVdW1WviGlr,"75c3TOrBX0IkcuGVGNybJl,7swk6ABVqpPGkv0fTUoSsw","Cain't Wait","Cain't Wait","The Seventh,Amos Rose",2018-07-27,168874,1,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.9,0.76,5,-5.862,0,0.131,0.0562,0,0.115,0.935,150.977,4
5PvDR3G7bPdhXlMRH9TuCM,"2JLR8OtYpJp1Tp6CRgl8GG","Glow","Glow","Singularis",2018-06-29,154919,1,spotify:user:predict0,2018-08-08T20:20:01Z,"chillhop",0.691,0.767,1,-4.067,0,0.0394,0.0206,0.873,0.109,0.191,132.002,4
44AIMZUqaScWSIZc9cZ48V,"3Cit7qPJ2qWQrIuidej4Tj,4YRAVReHj4SEpAtiPdQxRg","Rockaways","Rockaways","Solomon Fox,Young Bull",2018-08-03,209754,9,spotify:user:predict0,2018-08-08T20:20:01Z,"north carolina hip hop",0.731,0.231,7,-17.532,1,0.0445,0.745,0.0000182,0.131,0.364,125.955,1
1OCLGY11KBO50RMdaDr3W6,"1m9a5T5qy4POW2iSLPGBvb","Under Arrest","GOLF","GOLF",2018-07-27,190000,16,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.534,0.41,4,-7.922,1,0.0246,0.492,0.0827,0.0635,0.135,133.978,4
5cFgWJyQrWuvpH86qSdyYE,"3BmygqOW1w8X243dVuylDZ","Not Bad","Not Bad","The Lulls",2018-07-31,270723,1,spotify:user:predict0,2018-08-08T20:20:01Z,"san diego indie",0.349,0.647,5,-5.544,1,0.0372,0.000026,0.631,0.056,0.442,166.019,4
3V8GsczStUTV1JQjfVCdtQ,"74dHRGIRdRKjzmxl4yF0Ig","Year of the Dog","Barely Civil / Barely March","Barely Civil",2018-08-01,267641,0,spotify:user:predict0,2018-08-08T20:20:01Z,"5th wave emo,diy emo,wisconsin indie",0.524,0.897,9,-5.557,1,0.0444,0.0143,0.393,0.143,0.516,157.955,4
7uuXOH9AYXZ605yjIwu0cf,"2AqtMxP8SQHGtWEB6e8wcJ","Photograph","Postcards - EP","Sleepy",2018-07-31,179592,7,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.431,0.82,0,-8.862,1,0.0317,0.00119,0.00000774,0.276,0.642,151.082,4
5jWYV7Upq0uDPNWwr5AebY,"08HpiyWkp2Z7gFTkVae265","Fallen (Here)","Fallen (Here)","Brandon",2018-06-12,193008,0,spotify:user:predict0,2018-08-08T20:20:01Z,"alternative r&b,chill r&b,indie r&b",0.698,0.257,7,-10.538,1,0.041,0.641,0.00826,0.282,0.21,128.096,4
6LpOROvVisSMcm2htQD8yP,"3txoXRwrXEb6OcwASZwIyS","Artificial Thrills","Artificial Thrills","vogue bazaar",2018-07-24,208621,27,spotify:user:predict0,2018-08-08T20:20:01Z,"australian indie",0.842,0.389,8,-17.579,0,0.0614,0.138,0.000251,0.116,0.298,105.023,4
5Aad45vdhiyk8UE9YpSTP6,"3a5u8lJqeBPWSc1jCWfhbF","Be My Girl","Corduroy Boy","onzekere guy",2018-08-03,147043,4,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.679,0.624,7,-6.126,0,0.058,0.704,0.00364,0.106,0.369,121.102,4
79bPObOWqc0XqhUoE0jyLI,"0HSqzRnAQMXxNQczzjopsG","Bag Away","Bag Away","Harriet Brown",2018-07-27,329013,0,spotify:user:predict0,2018-08-08T20:20:01Z,"art pop",0.797,0.738,0,-6.299,1,0.106,0.0334,0.0767,0.112,0.95,158.036,4
530xIOHukf7ISm0XoorkTv,"5i1LvPPKJPoBTSk0i8gRrD","Fade Away","Fade Away","Internal Quest",2018-07-23,193515,4,spotify:user:predict0,2018-08-08T20:20:01Z,"new jersey rap",0.751,0.758,0,-7.436,1,0.338,0.365,0,0.111,0.648,174.02,4
7pmOnUw96WpDqNiIi65Pkk,"3bTrwZAKTLYI9zozCH6zxw,0FRf7YoRwTB4L2HVVwzks4,4L2n1xvdqgPgQjYxLHUAbG,7wMCA0Cx8O1adCSiTV1IMY","WFM","WFM","Heavee,Gant-Man,DJ Phil,Sirr TMO",2018-07-30,183480,1,spotify:user:predict0,2018-08-08T20:20:01Z,"footwork",0.855,0.49,6,-13.725,0,0.268,0.0724,0.184,0.0848,0.618,160.021,4
1p8NdPlZ98XpGyMpDeQBr3,"7jlupzHcVyIzWVbDXBFunW","Vague à l’Âme","Vague à l’Âme EP","Benoit B",2018-07-27,261834,2,spotify:user:predict0,2018-08-08T20:20:01Z,"experimental techno",0.683,0.674,4,-8.431,0,0.0464,0.00534,0.777,0.0872,0.449,125.498,4
5KeTziRHUzcL0PmtgJS0xi,"1p58IpggGDYuUR0vi2X8Ch","unseen paths","Endless Reverie","Sundrugs",2018-07-27,207500,0,spotify:user:predict0,2018-08-08T20:20:01Z,"polish ambient",0.168,0.254,7,-17.357,1,0.0529,0.0103,0.919,0.189,0.0372,123.659,5
23dxdd9RZJrhzpz5yGZmpm,"6Iz4XoNjK2jKKRAnXTlY7E,1YxH7Whuuva5Y9LucjHK2t","Maraka","JUNE","Ayotemi,Jah True",2018-07-02,226601,0,spotify:user:predict0,2018-08-08T20:20:01Z,"afro r&b",0.578,0.332,10,-11.654,0,0.672,0.697,0,0.101,0.735,82.309,4
1SmauanDjICqV26Whsk4Ct,"1J4ofBDurgOATlfzzyniZp","Too Fast Too Soon","Too Fast Too Soon","ZOLA",2018-07-20,218253,0,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.663,0.368,5,-7.974,1,0.0304,0.703,0,0.0778,0.433,160.231,3
4EltV9XnANDglO4Q8XnfJ6,"3CgvfFkxQp85h822iyKGx0,6OXghR7PioEyyg0OyrxAfu","Colder","Colder","Acey,Gin & Tonic",2018-07-26,161454,0,spotify:user:predict0,2018-08-08T20:20:01Z,"canadian contemporary r&b",0.634,0.792,9,-6.974,0,0.0634,0.0182,0.0000966,0.185,0.0568,109.95,4
61yd3qYMP3HhnbroL6wFwQ,"2nF0oLnczYJ9VUZsSHqKbk","right here","Trying","Dylan Kidd",2018-07-26,167718,0,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.585,0.667,11,-7.522,0,0.07,0.352,0.00936,0.112,0.681,166.134,4
371vbxMzehOmYiMdGecWyx,"7pAR4IZpWpifJbmPCIpg9S","Focus","Notes","Blubird",2018-07-20,273573,8,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.469,0.574,9,-7.636,0,0.0334,0.635,0.00000199,0.0749,0.179,75.994,4
55SqDXuhCPXqZTTGGRDUTR,"4TFFZEDmpTFbzd8ntR6JKZ","Multitudes so Long","Multitudes so Long","Shortwaved",2018-07-19,272000,23,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.592,0.116,0,-21.08,1,0.0331,0.718,0.867,0.124,0.23,74.999,4
4BwliC8tLpXWygquXnLpvz,"019gRg7DezPMbaI1xRZD6W","Downtown & Cigarettes","Downtown & Cigarettes","Bbyafricka",2018-07-20,109871,40,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.771,0.329,0,-12.227,0,0.0382,0.634,0,0.112,0.444,111.09,4
2giwdykXaXqHEiW4G8PiSE,"0PqgxdVGANnDuXv1YPCBnV","Distance","Distance","Kayo Genesis",2018-07-27,146041,0,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.715,0.605,0,-6.619,1,0.0531,0.283,0,0.0943,0.821,85.078,4
7Jv6xrIAqdGLw3F24ZDIBT,"7xJdgZ8jsq2d1sZJWJejbE","Loso","Loso","Nina Tech",2018-07-16,151570,8,spotify:user:predict0,2018-08-08T20:20:01Z,"escape room,trap queen",0.732,0.451,1,-10.742,1,0.0378,0.127,0.00183,0.134,0.115,140.002,4
2xSvltSNjuVS9G87v2Iqxr,"2cuUZ1Xg4gxUNINFn9zLTi","Turbo Sideman","Ever Orbit","Itoa",2018-07-20,298560,7,spotify:user:predict0,2018-08-08T20:20:01Z,"breaks",0.798,0.791,2,-5.661,1,0.0637,0.000851,0.0443,0.0788,0.36,160.038,4
2WRR6NNGAuoMYqc8UtPLid,"5fWUaWZaQVCFbY0piucNxZ,6lsLQWw1IiscaQhhZs7Yx7","Black Noise","Black Noise 2084","DJ Khalab,Tenesha The Wordsmith",2018-07-20,210391,0,spotify:user:predict0,2018-08-08T20:20:01Z,"afrofuturism,experimental hip hop",0.872,0.641,1,-9.062,1,0.184,0.00345,0.127,0.0974,0.366,138.035,4
6K4gCH1tg3C1Nk05077YYO,"4Lym9juq1zRrIenTyuLHdP","So What?","Rest","DJ TIRED",2018-05-21,400000,0,spotify:user:predict0,2018-08-08T20:20:01Z,"phonk",0.817,0.865,11,-7.495,0,0.0686,0.013,0.898,0.0914,0.727,119.998,4
2pzj6LtAljVqNEroeSI072,"3h9iFSKtBK4vg3pfVkYLEk","RBRT","RBRT","Dirton",2018-07-16,180000,3,spotify:user:predict0,2018-08-08T20:20:01Z,"indie napoletano",0.76,0.929,5,-5.969,1,0.0518,0.216,0.913,0.102,0.943,125.033,4
2UmBKKBkxqw80NEPKQvMEx,"7C3agcqFXnteDagiWhaZdU","Field Test - Wayside","Field Test (Wayside)","Terrell Morris",2018-07-18,180571,0,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.766,0.344,2,-10.951,1,0.189,0.375,0.0000337,0.0755,0.522,105.009,4
3SmYK0ZLkvxmRIvDVrp2H1,"7do0OopdJwYnzL98ouOjJG","Coconut","Coconut","James Kaye",2018-07-27,182089,21,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.502,0.529,7,-8.311,1,0.233,0.614,0,0.937,0.354,81.184,4
2TNSepy0fs13kXyTIhgTSi,"4DR8gmFoB2jlj6U6X0XfdP","Heat","Searching","Steven Alexander",2018-07-20,220000,14,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.647,0.486,9,-11.757,0,0.0427,0.126,0.00111,0.0777,0.772,83.981,4
2jjuzjDbmVOI7kNCSxy5e4,"2BqGcPMYKUBDhza7h0fqFq,6chWbUfdu6ibyaCXM1w8kQ,7bVJIMenC0rlgot8O60qpF,032KwgTrwjRFmANQ7R0oKX","Dance in the Living Room","Dance in the Living Room","NVTHVN,Forrest.,Park Bird,Ok2222",2018-07-25,244539,52,spotify:user:predict0,2018-08-08T20:20:01Z,"lo-fi rap,korean electropop,lo-fi beats",0.758,0.684,6,-5.037,0,0.085,0.0953,0.00000211,0.149,0.73,109.953,4
6lgfJ2cdjMYT7RYtStDNC5,"6M2FKi0CQWiNBhPTH4HVdK","Corners","Harvey Trisdale","Harvey Trisdale",2018-07-20,298432,6,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.539,0.699,7,-6.173,1,0.0395,0.0191,0.000592,0.122,0.547,115.06,4
2WTj4QnxOKTZ1mJzmhkM18,"3NsEv68AsYdjKdCJ4AhHTa","Why Do I Go There?","Why Do I Go There?","Johanna Samuels",2018-07-23,254452,0,spotify:user:predict0,2018-08-08T20:20:01Z,"indie folk",0.505,0.396,5,-7.095,1,0.0258,0.194,0.000583,0.0964,0.432,148.887,4
25SE1GVc8vorW752OaUT4J,"4n48lhgTy7X3jjsPKc9ErH","Bh","Daniel Aged","Daniel Aged",2018-07-27,275500,27,spotify:user:predict0,2018-08-08T20:20:01Z,"experimental ambient",0.637,0.389,11,-17.06,0,0.0416,0.859,0.926,0.161,0.925,171.075,3
33CH5fycRZts7T3n5Umdos,"31toO9qd9gcq5aPY7AwQyJ","Complicated","Complicated","Benjmn",2018-07-20,162782,6,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.796,0.354,9,-9.41,0,0.0567,0.748,0.0000223,0.19,0.207,115.009,4
3EoqV60XdACkCm3AJKoDZt,"3N8mYq55TW5bjll52oIUl4","We Bring Our Friends","We Bring Our Friends","Ariel",2018-07-25,223863,6,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.872,0.436,4,-9.116,0,0.0534,0.124,0.0123,0.166,0.529,126.964,4
63WKIea3EMHvF1KfzIFjxy,"494OPqLjjEhjKil1G6MWho","He's Good","He's Good","Kate Stewart",2018-07-27,183547,19,spotify:user:predict0,2018-08-08T20:20:01Z,"chill r&b,uk contemporary r&b",0.793,0.507,10,-5.02,0,0.146,0.343,0,0.0804,0.711,99.96,4
5njdLgpnksJJdOLj8p4eWV,"73oeeOCtBTa9kBMuVggdMI","Fruit Salad","Fruit Salad","Jim Alxndr",2018-07-23,215000,28,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.564,0.533,8,-8.468,1,0.104,0.0985,0.00476,0.471,0.414,94.943,4
6kSYWuonprvsCJjg5VjTBz,"4SrMy4CFC4W9YE2rS6eIY9,3JH9TTy7NQCeIvgomUVC9q","Burnet Moth","Mothers Jaws","Jason Barty,Mackie Smith",2018-07-25,205458,31,spotify:user:predict0,2018-08-08T20:20:01Z,"south african alternative,south african electronic",0.705,0.418,7,-14.443,1,0.0857,0.636,0.874,0.0894,0.38,89.982,4
3FmS1F9CSpVoHIMss7fAgp,"0Y9vfLdeXoP0Mu1rLWeMRG","Red Dragonfly","Parlour Arcana","Black Taffy",2018-07-26,282624,0,spotify:user:predict0,2018-08-08T20:20:01Z,"experimental hip hop",0.181,0.355,5,-13.951,1,0.0368,0.171,0.729,0.321,0.134,156.977,3
47xKNeYXHnsFcISHzJpJxQ,"6j6rR9uFQ6yYMDcxmqPMhf","Searching For Memory","Brancusi Sculpting Beyonce","Lamin Fofana",2018-07-20,281714,15,spotify:user:predict0,2018-08-08T20:20:01Z,"african electronic,lo star",0.324,0.285,5,-11.209,0,0.0525,0.946,0.911,0.102,0.0473,105.03,4
5Ov9SR4f9SzJWkNQy27Xvv,"3LBsNwoZrEkeaSK9V8Folo","Far From the Eyes of Heaven","Stygian Morass","C.L.A.W.S.",2018-07-27,329639,0,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.65,0.918,11,-6.898,0,0.0573,0.0767,0.818,0.145,0.279,115.992,4
07ZIVNs0d8TQqoVfWKu6dn,"4RjBcw1cZ7lc9luFvpByuH","January's End","January's End","Nigil Caenaan",2018-07-26,408248,0,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.786,0.855,1,-7.625,1,0.0596,0.00633,0.883,0.111,0.0373,134.006,4
3EXE6xuaGxSwgW9p2GNbbY,"1stp6XCHbjsyVmOYGyYBuz","Around You","Around You","Zane Schaffer",2018-07-14,333559,30,spotify:user:predict0,2018-08-08T20:20:01Z,"",0.743,0.52,1,-13.847,1,0.063,0.0305,0.827,0.205,0.175,117.995,4
5dXI2NV7X2c4anyLFbQdEX,"1W7FNibLa0O0b572tB2w7t","Honesty","Honesty","Pink Sweat$",2018-07-12,191000,0,spotify:user:predict0,2018-07-31T20:24:49Z,"bedroom soul,chill r&b,pop",0.616,0.204,6,-11.421,0,0.0331,0.919,0,0.106,0.419,79.826,4
0btYDDy8lTn8AFiSvDt8nv,"66UIbw9tYvJsqKEWsLqZUe","Lifeguard","Lifeguard","KingJet",2018-07-18,148848,11,spotify:user:predict0,2018-07-31T20:24:49Z,"",0.76,0.576,7,-6.792,1,0.055,0.0096,0.00619,0.132,0.724,100.016,4
2yiz3d9tywNSciFO4aV0bY,"3MOXu8DfF3VUfC7WmNBb8D","Visions","Picture Him Protecting You","Hosannas",2018-07-12,235684,4,spotify:user:predict0,2018-07-31T20:24:49Z,"portland indie",0.691,0.629,0,-5.109,1,0.0384,0.426,0.0708,0.0845,0.709,117.011,4
6NGUVQsrQT7X9TSUcXN4H4,"7jcUpT6f6k4tZTfXtKgtPx","DJ Scott","Beach Deep","Champagne Superchillin'",2018-07-20,316726,0,spotify:user:predict0,2018-07-31T20:24:49Z,"",0.578,0.539,11,-10.889,0,0.0362,0.837,0.122,0.111,0.384,114.772,4
